Symbol,shortName,forwardPE,currentRatio,shortRatio,marketCap,sector,industry
A,"Agilent Technologies, Inc.",23.959291,2.089,1.9,38619705344,Healthcare,Diagnostics & Research
AA,Alcoa Corporation,10.783699,1.447,1.59,8905610240,Basic Materials,Aluminum
AAMI,Acadian Asset Management Inc.,7.9270377,1.452,10.66,959443200,Financial Services,Asset Management
AAP,Advance Auto Parts Inc.,16.148699,1.34,5.85,2594866688,Consumer Cyclical,Specialty Retail
AAT,"American Assets Trust, Inc.",30.319443,1.349,2.5,1687891200,Real Estate,REIT - Diversified
ABBV,AbbVie Inc.,16.659521,0.66,3.11,356741939200,Healthcare,Drug Manufacturers - General
ABEV,Ambev S.A.,10.105263,1.196,0.63,30263040000,Consumer Defensive,Beverages - Brewers
ABM,ABM Industries Incorporated,14.382513,1.327,4.91,3274902784,Industrials,Specialty Business Services
AC,"Associated Capital Group, Inc.",14.694982,21.112,1.8,806285888,Financial Services,Asset Management
ACA,"Arcosa, Inc.",21.031673,3.608,2.9,4534291456,Industrials,Engineering & Construction
ACCO,Acco Brands Corporation,3.9652174,1.492,4.07,423537344,Industrials,Business Equipment & Supplies
ACEL,"Accel Entertainment, Inc.",13.976745,2.709,3.44,1031237952,Consumer Cyclical,Gambling
ACHR,Archer Aviation Inc.,-9.222222,6.032,1.56,4952595968,Industrials,Aerospace & Defense
ACI,"Albertsons Companies, Inc.",9.052863,0.932,1.38,11906238464,Consumer Defensive,Grocery Stores
ACM,AECOM,19.543087,1.14,2.52,12939928576,Industrials,Engineering & Construction
ACN,Accenture plc,25.889128,1.466,2.01,227837345792,Technology,Information Technology Services
ACR,ACRES Commercial Realty Corp.,10.2736845,63.479,0.58,151024480,Real Estate,REIT - Mortgage
ACRE,Ares Commercial Real Estate Cor,14.588235,4.211,2.82,272090720,Real Estate,REIT - Mortgage
ADC,Agree Realty Corporation,40.016483,1.356,14.62,7836216832,Real Estate,REIT - Retail
ADCT,ADC Therapeutics SA,-1.0939597,4.92,8.27,157604048,Healthcare,Biotechnology
ADM,Archer-Daniels-Midland Company,9.5049305,5.443,3.09,23117080576,Consumer Defensive,Farm Products
ADNT,Adient plc,4.9387755,1.082,3.85,1421820032,Consumer Cyclical,Auto Parts
ADT,ADT Inc.,9.1875,0.805,3.34,6548945408,Industrials,Security & Protection Services
AEE,Ameren Corporation,20.028456,0.663,3.05,26596536320,Utilities,Utilities - Regulated Electric
AEG,Aegon Ltd. New York Registry Sh,20.62069,24.052,1.28,9942048768,Financial Services,Insurance - Diversified
AEM,Agnico Eagle Mines Limited,21.074562,1.855,3.12,48452661248,Basic Materials,Gold
AEO,"American Eagle Outfitters, Inc.",7.097938,1.57,3.55,2645244672,Consumer Cyclical,Apparel Retail
AER,AerCap Holdings N.V.,8.306373,1.982,2.74,19289952256,Industrials,Rental & Leasing Services
AES,The AES Corporation,5.2167487,0.851,2.58,7529776128,Utilities,Utilities - Diversified
AESI,Atlas Energy Solutions Inc.,10.419191,1.226,9.95,3383216896,Energy,Oil & Gas Equipment & Services
AFL,AFLAC Incorporated,14.248257,13.469,4.87,56184328192,Financial Services,Insurance - Life
AG,First Majestic Silver Corp.,21.346155,3.03,1.37,2701040640,Basic Materials,Silver
AGCO,AGCO Corporation,14.654815,1.343,6.46,7383912448,Industrials,Farm & Heavy Construction Machinery
AGI,Alamos Gold Inc.,20.627274,1.505,1.5,9584845824,Basic Materials,Gold
AGL,"agilon health, inc.",-12.571428,1.286,3.77,1450303232,Healthcare,Medical Care Facilities
AGM,Federal Agricultural Mortgage C,11.803177,30.409,4.74,2179014400,Financial Services,Credit Services
AGO,Assured Guaranty Ltd.,14.121069,1.041,5.64,4571409920,Financial Services,Insurance - Specialty
AGRO,Adecoagro S.A.,8.112782,2.398,2.1,1088031232,Consumer Defensive,Farm Products
AGS,"PlayAGS, Inc.",15.688312,3.351,2.3,494395744,Consumer Cyclical,Gambling
AGX,"Argan, Inc.",26.409092,1.644,1.4,1814040704,Industrials,Engineering & Construction
AHH,"Armada Hoffler Properties, Inc.",35.68,8.936,2.72,904149056,Real Estate,REIT - Diversified
AHR,"American Healthcare REIT, Inc.",143.73685,1.341,5.31,4180123136,Real Estate,REIT - Healthcare Facilities
AHT,Ashford Hospitality Trust Inc,-0.6640625,2.519,3.24,52323876,Real Estate,REIT - Hotel & Motel
AI,"C3.ai, Inc.",-83.82353,7.523,4.62,3678352384,Technology,Software - Application
AIG,"American International Group, I",11.423249,0.662,2.47,45478973440,Financial Services,Insurance - Diversified
AIN,Albany International Corporatio,20.753248,3.677,3.18,2500870144,Consumer Cyclical,Textile Manufacturing
AIR,AAR Corp.,13.748889,2.683,2.4,2222036224,Industrials,Aerospace & Defense
AIT,Applied Industrial Technologies,23.245981,3.76,2.13,9429686272,Industrials,Industrial Distribution
AIV,Apartment Investment and Manage,-19.911112,1.621,2.87,1265770112,Real Estate,REIT - Residential
AIZ,"Assurant, Inc.",11.162388,0.311,2.94,10159903744,Financial Services,Insurance - Property & Casualty
AJG,Arthur J. Gallagher & Co.,28.861702,1.508,1.6,82920128512,Financial Services,Insurance Brokers
AKA,a.k.a. Brands Holding Corp.,-223.625,1.581,3.09,190356752,Consumer Cyclical,Apparel Retail
AKR,Acadia Realty Trust,58.35898,1.133,13.91,2937337344,Real Estate,REIT - Retail
AL,Air Lease Corporation,10.422319,0.444,4.23,5304886784,Industrials,Rental & Leasing Services
ALB,Albemarle Corporation,44.130432,1.954,6.1,9546927104,Basic Materials,Specialty Chemicals
ALC,Alcon Inc.,25.65625,2.573,4.09,44732346368,Healthcare,Medical Instruments & Supplies
ALE,"Allete, Inc.",16.418547,1.077,2.21,3793107712,Utilities,Utilities - Diversified
ALEX,"Alexander & Baldwin, Inc.",28.868853,0.905,1.94,1279065344,Real Estate,REIT - Retail
ALG,"Alamo Group, Inc.",17.410137,4.149,2.95,2278152704,Industrials,Farm & Heavy Construction Machinery
ALIT,"Alight, Inc.",11.964912,1.42,6.61,3770368768,Technology,Software - Application
ALK,"Alaska Air Group, Inc.",12.996296,0.612,2.1,8637614080,Industrials,Airlines
ALL,Allstate Corporation (The),9.756174,0.393,1.45,49194332160,Financial Services,Insurance - Property & Casualty
ALLE,Allegion plc,16.323492,2.041,3.21,10972687360,Industrials,Security & Protection Services
ALSN,"Allison Transmission Holdings, ",11.087005,3.04,3.9,8609127424,Consumer Cyclical,Auto Parts
ALTG,Alta Equipment Group Inc.,-9.214286,1.35,15.62,214503136,Industrials,Rental & Leasing Services
ALTM,Arcadium Lithium plc,34.235294,1.177,2.44,6258827776,Basic Materials,Specialty Chemicals
ALUR,"Allurion Technologies, Inc.",-8.452381,2.33,0.09,17015824,Healthcare,Medical Devices
ALV,"Autoliv, Inc.",9.568763,0.959,2.97,7570160128,Consumer Cyclical,Auto Parts
ALX,"Alexander's, Inc.",15.586472,0.948,10.61,1035656256,Real Estate,REIT - Retail
AM,Antero Midstream Corporation,16.108912,1.173,4.84,7786919936,Energy,Oil & Gas Midstream
AMBC,"Ambac Financial Group, Inc.",166.0,0.455,5.69,551288832,Financial Services,Insurance - Specialty
AMBP,Ardagh Metal Packaging S.A.,12.454546,1.172,2.24,1637670528,Consumer Cyclical,Packaging & Containers
AMC,"AMC Entertainment Holdings, Inc",-4.9710145,0.5,3.3,1308445568,Communication Services,Entertainment
AMCR,Amcor plc,12.974683,1.259,6.1,14814735360,Consumer Cyclical,Packaging & Containers
AME,"AMETEK, Inc.",25.50548,1.24,1.62,42946400256,Industrials,Specialty Industrial Machinery
AMG,"Affiliated Managers Group, Inc.",7.0796766,3.989,3.4,4861343232,Financial Services,Asset Management
AMH,American Homes 4 Rent,55.77778,1.738,4.61,14793939968,Real Estate,REIT - Residential
AMN,AMN Healthcare Services Inc,13.38835,1.09,5.92,1053252608,Healthcare,Medical Care Facilities
AMP,"Ameriprise Financial, Inc.",13.732331,7.926,2.06,50988937216,Financial Services,Asset Management
AMPS,"Altus Power, Inc.",490.00003,0.601,7.17,784000000,Utilities,Utilities - Renewable
AMPX,"Amprius Technologies, Inc.",-7.3170733,3.457,0.89,331724992,Industrials,Electrical Equipment & Parts
AMPY,Amplify Energy Corp.,4.173554,1.06,3.26,201706608,Energy,Oil & Gas E&P
AMR,"Alpha Metallurgical Resources, ",4.332018,3.588,5.34,2000559104,Basic Materials,Coking Coal
AMRC,"Ameresco, Inc.",10.68,1.269,6.54,980155968,Industrials,Engineering & Construction
AMT,American Tower Corporation (REI,28.210604,0.481,2.5,89509208064,Real Estate,REIT - Specialty
AMTM,"Amentum Holdings, Inc.",8.658009,1.593,3.51,4866039808,Industrials,Specialty Business Services
AMWL,American Well Corporation,-1.5286459,2.849,6.23,183261392,Healthcare,Health Information Services
AMX,"America Movil, S.A.B. de C.V.",8.744048,0.734,4.59,44728111104,Communication Services,Telecom Services
AN,"AutoNation, Inc.",9.771552,0.744,4.49,7083304960,Consumer Cyclical,Auto & Truck Dealerships
ANET,"Arista Networks, Inc.",10.102776,4.359,1.08,123968102400,Technology,Computer Hardware
ANF,Abercrombie & Fitch Company,9.23524,1.401,1.98,5042810880,Consumer Cyclical,Apparel Retail
ANRO,"Alto Neuroscience, Inc.",-1.1114984,13.095,18.14,86034936,Healthcare,Biotechnology
ANVS,"Annovis Bio, Inc.",-1.1767957,2.664,4.45,41505608,Healthcare,Biotechnology
AOMR,"Angel Oak Mortgage REIT, Inc.",7.3157887,3.04,1.44,228764944,Real Estate,REIT - Mortgage
AON,Aon plc,22.40138,1.019,4.11,84145348608,Financial Services,Insurance Brokers
AORT,"Artivion, Inc.",117.75,1.884,10.83,1184656384,Healthcare,Medical Devices
AOS,A.O. Smith Corporation,16.211302,1.552,3.17,9498416128,Industrials,Specialty Industrial Machinery
AP,Ampco-Pittsburgh Corporation,8.695652,1.994,15.15,40188600,Industrials,Metal Fabrication
APAM,Artisan Partners Asset Manageme,11.316354,2.836,5.97,2957616896,Financial Services,Asset Management
APD,"Air Products and Chemicals, Inc",21.869444,1.113,2.5,68943093760,Basic Materials,Specialty Chemicals
APG,APi Group Corporation,18.68075,1.511,3.06,11034642432,Industrials,Engineering & Construction
APH,Amphenol Corporation,31.287037,2.372,1.59,81844781056,Technology,Electronic Components
APLE,"Apple Hospitality REIT, Inc.",17.57143,1.022,5.14,3541293056,Real Estate,REIT - Hotel & Motel
APO,"Apollo Global Management, Inc. ",17.753538,7.16,11.13,85172011008,Financial Services,Asset Management
APTV,Aptiv PLC,9.553009,1.525,2.67,15299459072,Consumer Cyclical,Auto Parts
AQN,Algonquin Power & Utilities Cor,16.0,0.922,2.06,3810019072,Utilities,Utilities - Diversified
AR,Antero Resources Corporation,17.744186,0.351,1.83,11871517696,Energy,Oil & Gas E&P
ARCO,Arcos Dorados Holdings Inc.,10.333333,0.63,1.58,1763249408,Consumer Cyclical,Restaurants
ARDT,"Ardent Health Partners, Inc.",6.95,1.905,3.19,1983988480,Healthcare,Medical Care Facilities
ARE,Alexandria Real Estate Equities,27.781977,2.576,1.75,16542402560,Real Estate,REIT - Office
ARIS,"Aris Water Solutions, Inc.",17.167744,1.72,1.73,1549404544,Utilities,Utilities - Regulated Water
ARLO,"Arlo Technologies, Inc.",21.641512,1.417,6.8,1150911360,Industrials,Building Products & Equipment
ARMK,Aramark,15.689957,0.942,2.43,9525222400,Industrials,Specialty Business Services
AROC,"Archrock, Inc.",18.199999,1.257,4.34,4622313984,Energy,Oil & Gas Equipment & Services
ARR,"ARMOUR Residential REIT, Inc.",4.6757426,1.121,1.79,1443477376,Real Estate,REIT - Mortgage
ARW,"Arrow Electronics, Inc.",8.781546,1.456,7.74,5809385472,Technology,Electronics & Computer Distribution
AS,"Amer Sports, Inc.",40.857143,1.622,1.97,15625895936,Consumer Cyclical,Leisure
ASAN,"Asana, Inc.",-519.75006,1.492,3.84,4755151360,Technology,Software - Application
ASC,Ardmore Shipping Corporation,4.5590906,4.242,3.26,405765632,Industrials,Marine Shipping
ASH,Ashland Inc.,11.340315,2.515,2.52,3065945088,Basic Materials,Specialty Chemicals
ASIX,AdvanSix Inc.,7.3870964,1.084,2.39,795960512,Basic Materials,Chemicals
ASPN,"Aspen Aerogels, Inc.",16.08,3.718,6.9,659660288,Industrials,Building Products & Equipment
ASR,Grupo Aeroportuario del Sureste,15.127766,4.648,2.04,8518688256,Industrials,Airports & Air Services
ASX,"ASE Technology Holding Co., Ltd",14.586666,1.192,1.25,24044040192,Technology,Semiconductors
ATEN,"A10 Networks, Inc.",23.616278,2.487,3.03,1496704768,Technology,Software - Infrastructure
ATGE,Adtalem Global Education Inc.,14.843465,1.059,2.23,3639652864,Consumer Defensive,Education & Training Services
ATHM,Autohome Inc.,13.879629,5.555,4.69,3592263424,Communication Services,Internet Content & Information
ATI,ATI Inc.,20.149303,2.437,2.41,8277573632,Industrials,Metal Fabrication
ATKR,Atkore Inc.,5.612628,3.032,5.31,2262746368,Industrials,Electrical Equipment & Parts
ATMU,Atmus Filtration Technologies I,15.160643,2.189,3.23,3136877568,Industrials,Pollution & Treatment Controls
ATO,Atmos Energy Corporation,20.994398,1.556,5.29,23793326080,Utilities,Utilities - Regulated Gas
ATR,"AptarGroup, Inc.",24.67791,1.384,1.74,9730921472,Healthcare,Medical Instruments & Supplies
ATS,ATS Corporation,19.865448,1.919,28.39,2831485184,Industrials,Specialty Industrial Machinery
ATUS,"Altice USA, Inc.",92.0,0.324,6.93,1278445824,Communication Services,Telecom Services
AU,AngloGold Ashanti PLC,11.505454,2.185,1.93,15932005376,Basic Materials,Gold
AUNA,Auna SA,9.541176,0.879,2.07,599471680,Healthcare,Medical Care Facilities
AVA,Avista Corporation,14.705426,0.75,6.0,3004195328,Utilities,Utilities - Diversified
AVB,"AvalonBay Communities, Inc.",39.516247,0.319,5.11,31142246400,Real Estate,REIT - Residential
AVD,American Vanguard Corporation,13.538463,1.887,3.2,151999584,Basic Materials,Agricultural Inputs
AVK,Advent Claymore Convertible Sec,-402.6667,0.087,0.47,533316288,Financial Services,Asset Management
AVNS,"Avanos Medical, Inc.",9.251497,2.22,0.94,710035648,Healthcare,Medical Devices
AVNT,Avient Corporation,14.711864,1.881,2.7,3968465664,Basic Materials,Specialty Chemicals
AVTR,"Avantor, Inc.",15.309734,1.069,5.82,11779620864,Healthcare,Medical Instruments & Supplies
AVY,Avery Dennison Corporation,17.524714,1.075,2.51,14812662784,Consumer Cyclical,Packaging & Containers
AWI,Armstrong World Industries Inc,21.475145,1.638,2.41,6402670592,Industrials,Building Products & Equipment
AWK,"American Water Works Company, I",23.277193,0.386,4.26,25865568256,Utilities,Utilities - Regulated Water
AWR,American States Water Company,22.993902,0.817,3.8,2877770752,Utilities,Utilities - Regulated Water
AXL,American Axle & Manufacturing H,11.666667,1.629,3.92,658453568,Consumer Cyclical,Auto Parts
AXP,American Express Company,19.537037,1.351,3.08,207527936000,Financial Services,Credit Services
AXS,Axis Capital Holdings Limited,7.976542,0.698,1.46,7618760704,Financial Services,Insurance - Specialty
AXTA,Axalta Coating Systems Ltd.,14.888429,2.011,2.77,7859692544,Basic Materials,Specialty Chemicals
AYI,"Acuity Brands, Inc.",16.87125,2.978,2.41,9574163456,Industrials,Electrical Equipment & Parts
AZEK,The AZEK Company Inc.,33.773724,2.564,3.26,6647703552,Industrials,Building Products & Equipment
AZO,"AutoZone, Inc.",19.32641,0.835,2.37,56538894336,Consumer Cyclical,Specialty Retail
AZUL,Azul S.A.,-3.0333333,0.271,5.64,225499824,Industrials,Airlines
AZZ,AZZ Inc.,16.796461,1.774,3.35,2835820800,Industrials,Specialty Business Services
BA,Boeing Company (The),376.9149,1.319,2.13,132875599872,Industrials,Aerospace & Defense
BABA,Alibaba Group Holding Limited,14.564337,1.482,2.53,341542830080,Consumer Cyclical,Internet Retail
BAH,Booz Allen Hamilton Holding Cor,16.06581,1.569,2.14,14222346240,Industrials,Consulting Services
BAK,Braskem SA,-36.75,1.281,2.36,1798578688,Basic Materials,Chemicals
BALL,Ball Corporation,14.5467415,0.999,2.83,15324173312,Consumer Cyclical,Packaging & Containers
BALY,Bally's Corporation,-7.3863635,0.558,5.75,786499968,Consumer Cyclical,Resorts & Casinos
BAM,Brookfield Asset Management Inc,34.052326,0.884,7.27,94841815040,Financial Services,Asset Management
BARK,"BARK, Inc.",58.0,1.632,12.86,304352128,Consumer Cyclical,Specialty Retail
BB,BlackBerry Limited,65.5,1.37,1.47,3117197312,Technology,Software - Infrastructure
BBAI,"BigBear.ai, Inc.",-33.95,2.06,1.09,1708051712,Technology,Information Technology Services
BBDC,"Barings BDC, Inc.",9.889908,5.003,2.06,1136308992,Financial Services,Asset Management
BBU,Brookfield Business Partners L.,34.633804,0.913,1.23,1834959872,Industrials,Conglomerates
BBW,"Build-A-Bear Workshop, Inc.",9.881138,1.448,4.66,513941792,Consumer Cyclical,Specialty Retail
BBWI,"Bath & Body Works, Inc.",10.963068,1.092,1.89,8357899264,Consumer Cyclical,Specialty Retail
BBY,"Best Buy Co., Inc.",13.1257305,1.001,5.81,19194605568,Consumer Cyclical,Specialty Retail
BC,Brunswick Corporation,11.860114,1.652,4.55,4130738944,Consumer Cyclical,Recreational Vehicles
BCC,"Boise Cascade, L.L.C.",10.35818,3.344,4.58,4058831104,Basic Materials,Building Materials
BCE,"BCE, Inc.",11.4689,0.601,12.17,21943816192,Communication Services,Telecom Services
BCO,Brinks Company (The),11.644218,1.574,5.05,3999417088,Industrials,Security & Protection Services
BCSF,"Bain Capital Specialty Finance,",10.016129,1.356,1.52,1202795648,Financial Services,Asset Management
BDC,Belden Inc,14.579084,1.921,5.03,4491246080,Technology,Communication Equipment
BDN,Brandywine Realty Trust,-242.5,1.88,4.83,839932672,Real Estate,REIT - Office
BDX,"Becton, Dickinson and Company",14.45836,1.13,1.39,65303113728,Healthcare,Medical Instruments & Supplies
BE,Bloom Energy Corporation,65.324326,3.357,5.78,5524681728,Industrials,Electrical Equipment & Parts
BEDU,Bright Scholar Education Holdin,2.7603447,0.662,0.56,47591644,Consumer Defensive,Education & Training Services
BEKE,KE Holdings Inc,18.017242,1.615,4.36,25049903104,Real Estate,Real Estate Services
BEN,"Franklin Resources, Inc.",7.8961544,5.36,6.58,10786421760,Financial Services,Asset Management
BEP,Brookfield Renewable Partners L,-293.0,0.634,1.72,15503778816,Utilities,Utilities - Renewable
BEPC,Brookfield Renewable Corporatio,131.81818,0.322,3.54,5229599232,Utilities,Utilities - Renewable
BERY,"Berry Global Group, Inc.",8.7628355,1.608,3.52,8300544000,Consumer Cyclical,Packaging & Containers
BEST,BEST Inc.,-46.333332,0.659,0.43,56088444,Industrials,Trucking
BFAM,Bright Horizons Family Solution,30.977942,0.636,2.08,7353774592,Consumer Cyclical,Personal Services
BFLY,"Butterfly Network, Inc.",-13.030303,4.662,3.17,1019366656,Healthcare,Medical Devices
BFS,"Saul Centers, Inc.",26.316177,0.786,1.72,1236208128,Real Estate,REIT - Retail
BG,Bunge Limited,7.8559136,2.146,2.7,9787701248,Consumer Defensive,Farm Products
BGS,"B&G Foods, Inc.",9.808824,1.641,7.85,528023232,Consumer Defensive,Packaged Foods
BGSF,"BGSF, Inc.",41.416664,1.749,1.3,54789276,Industrials,Staffing & Employment Services
BH,Biglari Holdings Inc.,-31.446981,1.475,3.21,729360512,Consumer Cyclical,Restaurants
BHC,Bausch Health Companies Inc.,1.6575965,0.855,2.12,2701768704,Healthcare,Drug Manufacturers - Specialty & Generic
BHE,"Benchmark Electronics, Inc.",16.787756,2.317,4.79,1480552576,Technology,Electronic Components
BHP,BHP Group Limited,11.638008,1.696,4.34,133929697280,Basic Materials,Other Industrial Metals & Mining
BHR,Braemar Hotels & Resorts Inc.,-2.2831857,0.63,2.71,198371552,Real Estate,REIT - Hotel & Motel
BHVN,Biohaven Ltd.,-5.8401895,2.892,9.7,3732412928,Healthcare,Biotechnology
BILL,"BILL Holdings, Inc.",25.47343,1.659,2.74,5375665152,Technology,Software - Application
BIO,"Bio-Rad Laboratories, Inc.",24.0412,6.478,3.82,8007458816,Healthcare,Medical Devices
BIP,Brookfield Infrastructure Partn,37.067417,3.333,3.15,15276646400,Utilities,Utilities - Diversified
BIPC,Brookfield Infrastructure Corpo,9.114224,0.563,13.11,5048961024,Utilities,Utilities - Regulated Gas
BIRK,Birkenstock Holding plc,27.700535,2.841,4.11,9729542144,Consumer Cyclical,Footwear & Accessories
BJ,"BJ's Wholesale Club Holdings, I",23.88,0.765,4.65,13406220288,Consumer Defensive,Discount Stores
BKD,Brookdale Senior Living Inc.,-9.0,0.885,3.62,1081020544,Healthcare,Medical Care Facilities
BKE,"Buckle, Inc. (The)",10.978666,2.373,5.82,2090357248,Consumer Cyclical,Apparel Retail
BKH,Black Hills Corporation,14.478156,0.972,3.88,4271984128,Utilities,Utilities - Regulated Gas
BKKT,"Bakkt Holdings, Inc.",-6.0421944,1.054,2.29,92741904,Technology,Software - Infrastructure
BKSY,BlackSky Technology Inc.,-10.624204,5.679,1.19,513392064,Technology,Scientific & Technical Instruments
BKV,BKV Corporation,19.139343,0.905,2.7,1970431872,Energy,Oil & Gas E&P
BLCO,Bausch + Lomb Corporation,13.235293,1.604,3.14,5574255616,Healthcare,Medical Instruments & Supplies
BLD,TopBuild Corp.,13.513346,2.012,3.21,8962299904,Industrials,Engineering & Construction
BLDR,"Builders FirstSource, Inc.",11.7897005,1.767,2.57,15605844992,Industrials,Building Products & Equipment
BLND,"Blend Labs, Inc.",75.6,3.236,3.07,967415424,Technology,Software - Application
BMI,"Badger Meter, Inc.",42.90816,4.569,7.31,6183641600,Technology,Scientific & Technical Instruments
BMY,Bristol-Myers Squibb Company,7.9416785,1.253,2.78,113296375808,Healthcare,Drug Manufacturers - General
BN,Brookfield Corporation,10.027258,1.063,2.97,89082839040,Financial Services,Asset Management
BNED,"Barnes & Noble Education, Inc",-0.27567568,1.31,1.08,308181760,Consumer Cyclical,Specialty Retail
BNL,"Broadstone Net Lease, Inc.",20.461538,2.215,2.54,3151222016,Real Estate,REIT - Diversified
BOC,Boston Omaha Corporation,-730.5,2.088,8.93,459142624,Industrials,Conglomerates
BODI,"The Beachbody Company, Inc.",-1.5848303,0.641,12.11,54973384,Communication Services,Internet Content & Information
BOOT,"Boot Barn Holdings, Inc.",19.473444,2.199,2.55,3925999872,Consumer Cyclical,Apparel Retail
BORR,Borr Drilling Limited,3.6296296,1.261,4.27,720085440,Energy,Oil & Gas Drilling
BOW,Bowhead Specialty Holdings Inc.,18.79394,1.183,4.06,1012749376,Financial Services,Insurance - Property & Casualty
BOX,"Box, Inc.",17.994625,1.64,10.19,4809773056,Technology,Software - Infrastructure
BP,BP p.l.c.,8.989389,1.25,2.05,89104605184,Energy,Oil & Gas Integrated
BPT,BP Prudhoe Bay Royalty Trust,0.15283208,9.049,13.95,13049720,Energy,Oil & Gas Midstream
BR,"Broadridge Financial Solutions,",25.168983,1.354,2.08,27538081792,Technology,Information Technology Services
BRBR,"BellRing Brands, Inc.",34.58294,3.35,1.67,9360811008,Consumer Defensive,Packaged Foods
BRC,Brady Corporation,14.105477,1.899,2.3,3322635264,Industrials,Security & Protection Services
BRCC,BRC Inc.,85.666664,1.137,13.32,198582624,Consumer Defensive,Packaged Foods
BRDG,Bridge Investment Group Holding,8.703297,1.117,2.02,958985280,Financial Services,Asset Management
BRFS,BRF S.A.,14.565217,1.447,1.2,5407904768,Consumer Defensive,Packaged Foods
BRO,"Brown & Brown, Inc.",27.312958,1.097,2.59,31941464064,Financial Services,Insurance Brokers
BROS,Dutch Bros Inc.,140.92592,1.763,3.07,11734924288,Consumer Cyclical,Restaurants
BRSP,"BrightSpire Capital, Inc.",7.8571434,10.383,1.75,784594304,Real Estate,REIT - Mortgage
BRT,BRT Apartments Corp. (MD),-32.407406,2.134,6.49,329104992,Real Estate,REIT - Residential
BRX,Brixmor Property Group Inc.,28.103092,0.626,4.32,8339706368,Real Estate,REIT - Retail
BSM,"Black Stone Minerals, L.P.",10.521127,5.615,4.86,3147783424,Energy,Oil & Gas E&P
BSX,Boston Scientific Corporation,37.451614,1.081,1.8,154204241920,Healthcare,Medical Devices
BTCM,BIT Mining Limited,220.00002,1.954,1.16,33514140,Technology,Information Technology Services
BTE,Baytex Energy Corp,7.5937505,0.686,1.58,1916030720,Energy,Oil & Gas E&P
BTI,British American Tobacco  Indus,8.053191,0.763,1.29,83936157696,Consumer Defensive,Tobacco
BTO,John Hancock Financial Opportun,301.41666,0.072,0.69,713142144,Financial Services,Asset Management
BTU,Peabody Energy Corporation,5.4626865,2.152,3.8,1779755520,Energy,Thermal Coal
BUR,Burford Capital Limited,8.208556,16.977,2.84,3368127744,Financial Services,Asset Management
BURL,"Burlington Stores, Inc.",24.510395,1.169,2.86,14968184832,Consumer Cyclical,Apparel Retail
BV,"BrightView Holdings, Inc.",15.61628,1.431,10.76,1282564992,Industrials,Specialty Business Services
BVN,Buenaventura Mining Company Inc,11.775701,1.748,4.38,3314745088,Basic Materials,Other Precious Metals & Mining
BW,"Babcock & Wilcox Enterprises, I",6.7647057,1.78,1.89,108464088,Industrials,Specialty Industrial Machinery
BWA,BorgWarner Inc.,6.328326,1.789,5.06,6448991232,Consumer Cyclical,Auto Parts
BWMX,"Betterware de Mexico, S.A.P.I. ",6.484042,1.071,3.83,454888128,Consumer Cyclical,Specialty Retail
BWXT,"BWX Technologies, Inc.",29.55685,2.247,1.34,9270542336,Industrials,Aerospace & Defense
BX,Blackstone Inc.,27.166382,0.881,3.62,193408925696,Financial Services,Asset Management
BXC,Bluelinx Holdings Inc.,13.099999,4.852,2.5,684580544,Industrials,Industrial Distribution
BXMT,"Blackstone Mortgage Trust, Inc.",13.965517,97.23,11.5,3474798848,Real Estate,REIT - Mortgage
BXP,"BXP, Inc.",36.82353,1.543,7.27,12149520384,Real Estate,REIT - Office
BXSL,Blackstone Secured Lending Fund,10.541538,1.337,1.29,7667421696,Financial Services,Asset Management
BYON,"Beyond, Inc.",-4.3163843,0.968,2.87,350048000,Consumer Cyclical,Internet Retail
BZH,"Beazer Homes USA, Inc.",4.7709613,11.045,4.15,727968320,Consumer Cyclical,Residential Construction
CAAP,Corporacion America Airports SA,8.012876,1.286,11.1,3007550208,Industrials,Airports & Air Services
CABO,"Cable One, Inc.",7.4902706,0.931,8.08,1557404928,Communication Services,Telecom Services
CACI,"CACI International, Inc.",12.156134,1.524,1.91,7331241984,Technology,Information Technology Services
CAE,CAE Inc.,24.828283,0.856,10.33,7886222848,Industrials,Aerospace & Defense
CAG,"ConAgra Brands, Inc.",9.58736,0.703,2.86,12310083584,Consumer Defensive,Packaged Foods
CAH,"Cardinal Health, Inc.",14.7060175,1.015,1.9,30693629952,Healthcare,Medical Distribution
CAL,"Caleres, Inc.",3.5545855,1.079,5.05,547481792,Consumer Cyclical,Apparel Retail
CALX,"Calix, Inc",56.95588,4.459,3.68,2568418560,Technology,Software - Infrastructure
CANG,Cango Inc.,-8.32,7.83,2.2,434158400,Consumer Cyclical,Auto & Truck Dealerships
CAPL,CrossAmerica Partners LP,103.95455,0.728,3.05,870128064,Energy,Oil & Gas Refining & Marketing
CARR,Carrier Global Corporation,21.753288,1.253,2.11,57423319040,Industrials,Building Products & Equipment
CARS,Cars.com Inc.,26.049181,1.795,3.97,1028707520,Consumer Cyclical,Auto & Truck Dealerships
CAT,"Caterpillar, Inc.",15.351694,1.416,3.54,162516008960,Industrials,Farm & Heavy Construction Machinery
CATO,Cato Corporation (The),2.5153847,1.358,5.21,67158608,Consumer Cyclical,Apparel Retail
CAVA,"CAVA Group, Inc.",215.86,2.925,4.35,12366619648,Consumer Cyclical,Restaurants
CB,Chubb Limited,11.319356,0.368,1.38,107088142336,Financial Services,Insurance - Property & Casualty
