Symbol,shortName,forwardPE,currentRatio,shortRatio,marketCap,sector,industry,sentiment,confidence
BLK,"BlackRock, Inc.",22.337986,1.968,3.15,169783869440,Financial Services,Asset Management,neutral,0.4241849184036255
BLND,"Blend Labs, Inc.",68.8,2.409,3.63,889319168,Technology,Software - Application,neutral,0.4241849184036255
BMI,"Badger Meter, Inc.",45.532654,2.919,8.35,6571325952,Technology,Scientific & Technical Instruments,neutral,0.4241849184036255
BMY,Bristol-Myers Squibb Company,6.748933,1.279,2.58,96554369024,Healthcare,Drug Manufacturers - General,neutral,0.4241849184036255
BN,Brookfield Corporation,11.216354,1.682,8.8,101094678528,Financial Services,Asset Management,neutral,0.4241849184036255
BNED,"Barnes & Noble Education, Inc",-0.2391892,1.418,2.61,301376128,Consumer Cyclical,Specialty Retail,neutral,0.4241849184036255
BNL,"Broadstone Net Lease, Inc.",20.376925,1.927,2.67,3138778880,Real Estate,REIT - Diversified,neutral,0.4241849184036255
BOC,Boston Omaha Corporation,-678.25,2.218,7.1,427612192,Industrials,Conglomerates,neutral,0.4241849184036255
BODI,"The Beachbody Company, Inc.",-0.8103792,0.519,2.88,28441192,Communication Services,Internet Content & Information,neutral,0.4241849184036255
BOOT,"Boot Barn Holdings, Inc.",26.871777,2.445,3.58,5414993920,Consumer Cyclical,Apparel Retail,neutral,0.4241849184036255
BORR,Borr Drilling Limited,2.382716,1.253,3.27,513814208,Energy,Oil & Gas Drilling,neutral,0.4241849184036255
BOW,Bowhead Specialty Holdings Inc.,20.09697,1.265,4.09,1087037824,Financial Services,Insurance - Property & Casualty,neutral,0.4241849184036255
BOX,"Box, Inc.",17.752687,1.205,4.45,4781692416,Technology,Software - Infrastructure,neutral,0.4241849184036255
BP,BP p.l.c.,8.637931,1.221,1.55,84214390784,Energy,Oil & Gas Integrated,neutral,0.4241849184036255
BR,"Broadridge Financial Solutions,",26.145454,1.317,2.57,28715005952,Technology,Information Technology Services,neutral,0.4241849184036255
BRBR,"BellRing Brands, Inc.",27.23223,2.919,1.88,7297247744,Consumer Defensive,Packaged Foods,neutral,0.4241849184036255
BRC,Brady Corporation,13.890468,1.866,2.05,3240172544,Industrials,Security & Protection Services,neutral,0.4241849184036255
BRCC,BRC Inc.,60.886665,1.296,12.37,144398752,Consumer Defensive,Packaged Foods,neutral,0.4241849184036255
BRDG,Bridge Investment Group Holding,11.461538,1.169,0.8,1290994176,Financial Services,Asset Management,neutral,0.4241849184036255
BRFS,BRF S.A.,16.5,1.458,1.82,6241978368,Consumer Defensive,Packaged Foods,neutral,0.4241849184036255
BRO,"Brown & Brown, Inc.",25.240831,1.2,2.24,34048657408,Financial Services,Insurance Brokers,neutral,0.4241849184036255
BROS,Dutch Bros Inc.,115.1574,1.946,2.32,10228313088,Consumer Cyclical,Restaurants,neutral,0.4241849184036255
BRSP,"BrightSpire Capital, Inc.",6.441559,8.438,5.16,647091520,Real Estate,REIT - Mortgage,neutral,0.4241849184036255
BRT,BRT Apartments Corp. (MD),-28.462961,2.196,6.63,290536032,Real Estate,REIT - Residential,neutral,0.4241849184036255
BRX,Brixmor Property Group Inc.,26.597937,1.016,4.95,7896347648,Real Estate,REIT - Retail,neutral,0.4241849184036255
BSM,"Black Stone Minerals, L.P.",8.474789,1.351,6.69,2546870016,Energy,Oil & Gas E&P,neutral,0.4241849184036255
BSX,Boston Scientific Corporation,37.32975,1.45,2.28,154084720640,Healthcare,Medical Devices,neutral,0.4241849184036255
BTCM,BIT Mining Limited,360.01,1.704,1.1,57435996,Technology,Information Technology Services,neutral,0.4241849184036255
BTE,Baytex Energy Corp,6.15625,0.63,1.39,1513584512,Energy,Oil & Gas E&P,neutral,0.4241849184036255
BTI,British American Tobacco  Indus,11.046808,0.763,1.11,113772298240,Consumer Defensive,Tobacco,neutral,0.4241849184036255
BTO,John Hancock Financial Opportun,303.64917,0.065,1.63,720224256,Financial Services,Asset Management,neutral,0.4241849184036255
BTU,Peabody Energy Corporation,6.533582,2.363,3.95,2128638208,Energy,Thermal Coal,neutral,0.4241849184036255
BUR,Burford Capital Limited,7.395722,4.651,3.5,3026169856,Financial Services,Asset Management,neutral,0.4241849184036255
BURL,"Burlington Stores, Inc.",28.408005,1.059,2.68,17240649728,Consumer Cyclical,Apparel Retail,neutral,0.4241849184036255
BV,"BrightView Holdings, Inc.",18.343023,1.417,6.48,1503357440,Industrials,Specialty Business Services,neutral,0.4241849184036255
BVN,Buenaventura Mining Company Inc,16.56542,2.477,4.84,4510817280,Basic Materials,Other Precious Metals & Mining,neutral,0.4241849184036255
BW,"Babcock & Wilcox Enterprises, I",5.9411764,0.945,1.01,99388040,Industrials,Specialty Industrial Machinery,neutral,0.4241849184036255
BWA,BorgWarner Inc.,7.5622325,1.975,3.32,7742932992,Consumer Cyclical,Auto Parts,neutral,0.4241849184036255
BWMX,"Betterware de Mexico, S.A.P.I. ",4.989362,0.92,1.75,350028768,Consumer Cyclical,Specialty Retail,neutral,0.4241849184036255
BWXT,"BWX Technologies, Inc.",39.944603,2.016,2.46,12517329920,Industrials,Aerospace & Defense,neutral,0.4241849184036255
BX,Blackstone Inc.,28.657804,1.034,3.7,202700390400,Financial Services,Asset Management,neutral,0.4241849184036255
BXC,Bluelinx Holdings Inc.,12.132269,4.157,4.02,614243968,Industrials,Industrial Distribution,neutral,0.4241849184036255
BXMT,"Blackstone Mortgage Trust, Inc.",13.348275,78.7,10.23,3320930816,Real Estate,REIT - Mortgage,neutral,0.4241849184036255
BXP,"BXP, Inc.",37.326206,1.168,6.71,12336662528,Real Estate,REIT - Office,neutral,0.4241849184036255
BXSL,Blackstone Secured Lending Fund,9.843077,3.231,5.82,7347494912,Financial Services,Asset Management,neutral,0.4241849184036255
BYD,Boyd Gaming Corporation,12.787598,0.797,3.7,6714128384,Consumer Cyclical,Resorts & Casinos,neutral,0.4241849184036255
BYON,"Beyond, Inc.",-5.853107,0.953,2.98,597559616,Consumer Cyclical,Internet Retail,neutral,0.4241849184036255
BZH,"Beazer Homes USA, Inc.",5.0125976,9.481,5.62,742784832,Consumer Cyclical,Residential Construction,neutral,0.4241849184036255
CAAP,Corporacion America Airports SA,8.416309,1.39,10.34,3158974976,Industrials,Airports & Air Services,neutral,0.4241849184036255
CABO,"Cable One, Inc.",3.997027,0.364,4.01,832290880,Communication Services,Telecom Services,neutral,0.4241849184036255
CACI,"CACI International, Inc.",17.934572,1.578,4.38,10608904192,Technology,Information Technology Services,neutral,0.4241849184036255
CAE,CAE Inc.,29.333334,0.798,3.53,9321056256,Industrials,Aerospace & Defense,neutral,0.4241849184036255
CAG,"ConAgra Brands, Inc.",7.2044606,0.689,2.42,9252845568,Consumer Defensive,Packaged Foods,neutral,0.4241849184036255
CAH,"Cardinal Health, Inc.",18.43634,0.944,3.0,38018854912,Healthcare,Medical Distribution,neutral,0.4241849184036255
CAL,"Caleres, Inc.",3.1561136,1.099,4.52,488531296,Consumer Cyclical,Apparel Retail,neutral,0.4241849184036255
CALX,"Calix, Inc",80.352936,4.576,4.45,3541781248,Technology,Software - Infrastructure,neutral,0.4241849184036255
CANG,Cango Inc.,-9.98,1.406,2.74,518161568,Consumer Cyclical,Auto & Truck Dealerships,neutral,0.4241849184036255
CAPL,CrossAmerica Partners LP,95.63637,0.925,3.39,801571456,Energy,Oil & Gas Refining & Marketing,neutral,0.4241849184036255
CARR,Carrier Global Corporation,24.993422,1.204,3.28,64814133248,Industrials,Building Products & Equipment,neutral,0.4241849184036255
CARS,Cars.com Inc.,21.196722,1.647,6.2,813125056,Communication Services,Internet Content & Information,neutral,0.4241849184036255
CAT,"Caterpillar, Inc.",18.591648,1.32,2.69,193678065664,Industrials,Farm & Heavy Construction Machinery,neutral,0.4241849184036255
CATO,Cato Corporation (The),2.2384617,1.241,11.99,57434672,Consumer Cyclical,Apparel Retail,neutral,0.4241849184036255
CAVA,"CAVA Group, Inc.",177.0,3.001,2.75,10235910144,Consumer Cyclical,Restaurants,neutral,0.4241849184036255
CB,Chubb Limited,11.763659,0.385,2.12,111303745536,Financial Services,Insurance - Property & Casualty,neutral,0.4241849184036255
CBL,"CBL & Associates Properties, In",-69.653854,0.145,9.85,840368320,Real Estate,REIT - Retail,neutral,0.4241849184036255
CBRE,CBRE Group Inc,23.734167,0.997,2.24,42451640320,Real Estate,Real Estate Services,neutral,0.4241849184036255
CBT,Cabot Corporation,9.011793,1.96,6.02,4105519104,Basic Materials,Specialty Chemicals,neutral,0.4241849184036255
CBZ,"CBIZ, Inc.",23.739414,1.519,6.08,3964351232,Industrials,Specialty Business Services,neutral,0.4241849184036255
CC,Chemours Company (The),5.9155846,1.753,3.53,2045295232,Basic Materials,Specialty Chemicals,neutral,0.4241849184036255
CCI,Crown Castle Inc.,40.47761,0.368,2.45,47238594560,Real Estate,REIT - Specialty,neutral,0.4241849184036255
CCJ,Cameco Corporation,64.51695,2.705,3.3,33140680704,Energy,Uranium,neutral,0.4241849184036255
CCK,"Crown Holdings, Inc.",15.606258,0.872,4.8,12478967808,Consumer Cyclical,Packaging & Containers,neutral,0.4241849184036255
CCL,Carnival Corporation,17.073023,0.337,2.88,39816228864,Consumer Cyclical,Travel Services,neutral,0.4241849184036255
CCM,Concord Medical Services Holdin,-37.646664,0.463,0.12,27468928,Healthcare,Medical Care Facilities,neutral,0.4241849184036255
CCO,"Clear Channel Outdoor Holdings,",-8.285714,1.425,14.54,576189376,Communication Services,Advertising Agencies,neutral,0.4241849184036255
CCRD,CoreCard Corporation,45.032257,4.957,1.59,217404112,Technology,Software - Application,neutral,0.4241849184036255
CCS,"Century Communities, Inc.",5.049273,5.543,4.88,1921838592,Real Estate,Real Estate - Development,neutral,0.4241849184036255
CCU,"Compania Cervecerias Unidas, S.",14.878049,2.157,4.04,2262795008,Consumer Defensive,Beverages - Brewers,neutral,0.4241849184036255
CDE,"Coeur Mining, Inc.",15.031747,1.926,1.56,6057930752,Basic Materials,Gold,neutral,0.4241849184036255
CDP,COPT Defense Properties,21.56107,2.798,5.22,3256196608,Real Estate,REIT - Office,neutral,0.4241849184036255
CDRE,"Cadre Holdings, Inc.",24.22015,3.55,5.84,1319607424,Industrials,Aerospace & Defense,neutral,0.4241849184036255
CE,Celanese Corporation,6.1730766,1.937,4.61,6497134592,Basic Materials,Chemicals,neutral,0.4241849184036255
CEPU,Central Puerto S.A.,11.968421,1.235,1.65,1708615424,Utilities,Utilities - Regulated Electric,neutral,0.4241849184036255
CF,"CF Industries Holdings, Inc.",14.813107,2.591,3.22,14831205376,Basic Materials,Agricultural Inputs,neutral,0.4241849184036255
CGAU,Centerra Gold Inc.,12.728814,3.201,3.95,1558783104,Basic Materials,Gold,neutral,0.4241849184036255
CHCT,Community Healthcare Trust Inco,39.825,5.613,2.83,451421152,Real Estate,REIT - Healthcare Facilities,neutral,0.4241849184036255
CHD,"Church & Dwight Company, Inc.",26.439678,1.953,2.91,24287838208,Consumer Defensive,Household & Personal Products,neutral,0.4241849184036255
CHE,Chemed Corp,18.473684,1.729,4.38,6726790144,Healthcare,Medical Care Facilities,neutral,0.4241849184036255
CHGG,"Chegg, Inc.",1.5946237,1.226,1.62,158043312,Consumer Defensive,Education & Training Services,neutral,0.4241849184036255
CHH,"Choice Hotels International, In",18.783167,0.838,14.99,6109435392,Consumer Cyclical,Lodging,neutral,0.4241849184036255
CHMI,Cherry Hill Mortgage Investment,3.0287356,0.082,3.22,87639048,Real Estate,REIT - Mortgage,neutral,0.4241849184036255
CHPT,"ChargePoint Holdings, Inc.",-3.2821054,1.821,5.1,291295424,Consumer Cyclical,Specialty Retail,neutral,0.4241849184036255
CHT,"Chunghwa Telecom Co., Ltd.",28.875818,1.628,8.59,34408136704,Communication Services,Telecom Services,neutral,0.4241849184036255
CHWY,"Chewy, Inc.",63.166668,0.8,2.26,15645689856,Consumer Cyclical,Internet Retail,neutral,0.4241849184036255
CI,The Cigna Group,9.651501,0.781,1.6,80753328128,Healthcare,Healthcare Plans,neutral,0.4241849184036255
CIA,"Citizens, Inc.",8.604651,0.562,44.51,185555008,Financial Services,Insurance - Life,neutral,0.4241849184036255
CIEN,Ciena Corporation,30.727942,3.404,2.05,11815454720,Technology,Communication Equipment,neutral,0.4241849184036255
CIG,Comp En De Mn Cemig,13.356428,1.059,0.39,6202663936,Utilities,Utilities - Diversified,neutral,0.4241849184036255
CIM,Chimera Investment Corporation,8.08526,3.206,3.09,1132577792,Real Estate,REIT - Mortgage,neutral,0.4241849184036255
CINT,CI&T Inc,17.165,1.554,0.26,739215616,Technology,Software - Infrastructure,neutral,0.4241849184036255
CIO,"City Office REIT, Inc.",-11.563829,0.248,2.7,219346816,Real Estate,REIT - Office,neutral,0.4241849184036255
CION,CION Investment Corporation,6.9489655,1.274,2.36,529913984,Financial Services,Asset Management,neutral,0.4241849184036255
CIVI,"Civitas Resources, Inc.",3.2674031,0.523,3.85,2803422464,Energy,Oil & Gas E&P,neutral,0.4241849184036255
CL,Colgate-Palmolive Company,22.88601,0.847,2.43,71592493056,Consumer Defensive,Household & Personal Products,neutral,0.4241849184036255
CLB,Core Laboratories Inc.,11.984694,2.205,21.95,550639680,Energy,Oil & Gas Equipment & Services,neutral,0.4241849184036255
CLCO,Cool Company Ltd.,3.4410255,0.966,0.83,362607072,Energy,Oil & Gas Midstream,neutral,0.4241849184036255
CLDT,Chatham Lodging Trust (REIT),-59.708336,0.207,3.22,366913920,Real Estate,REIT - Hotel & Motel,neutral,0.4241849184036255
CLF,Cleveland-Cliffs Inc.,29.646156,2.132,1.87,5719213056,Basic Materials,Steel,neutral,0.4241849184036255
CLH,"Clean Harbors, Inc.",27.26506,2.367,2.61,12125063168,Industrials,Waste Management,neutral,0.4241849184036255
CLPR,Clipper Realty Inc.,10.195499,4.979,3.71,173176272,Real Estate,REIT - Residential,neutral,0.4241849184036255
CLS,"Celestica, Inc.",34.523598,1.433,1.12,17666222080,Technology,Electronic Components,neutral,0.4241849184036255
CLVT,Clarivate Plc,5.777027,0.879,7.31,2920196864,Technology,Information Technology Services,neutral,0.4241849184036255
CLW,Clearwater Paper Corporation,23.599173,1.664,2.69,464178656,Basic Materials,Paper & Paper Products,neutral,0.4241849184036255
CLX,Clorox Company (The),17.792181,0.738,2.94,15986530304,Consumer Defensive,Household & Personal Products,neutral,0.4241849184036255
CMBT,CMB.TECH NV,7.0387597,0.945,6.12,1831199872,Energy,Oil & Gas Midstream,neutral,0.4241849184036255
CMC,Commercial Metals Company,11.436171,2.857,4.69,6016291328,Basic Materials,Steel,neutral,0.4241849184036255
CMCM,Cheetah Mobile Inc.,32.388885,1.281,0.79,178926784,Communication Services,Internet Content & Information,neutral,0.4241849184036255
CMG,"Chipotle Mexican Grill, Inc.",40.33206,1.522,2.16,71187767296,Consumer Cyclical,Restaurants,neutral,0.4241849184036255
CMI,Cummins Inc.,15.47691,1.343,2.53,48013131776,Industrials,Specialty Industrial Machinery,neutral,0.4241849184036255
CMP,Compass Minerals Intl Inc,40.415096,2.72,3.96,891511104,Basic Materials,Other Industrial Metals & Mining,neutral,0.4241849184036255
CMRE,Costamare Inc.,3.1564624,1.548,2.12,1356318464,Industrials,Marine Shipping,neutral,0.4241849184036255
CMS,CMS Energy Corporation,20.522346,1.059,4.33,21976641536,Utilities,Utilities - Regulated Electric,neutral,0.4241849184036255
CMTG,"Claros Mortgage Trust, Inc.",6.367347,22.3,4.45,436151040,Real Estate,REIT - Mortgage,neutral,0.4241849184036255
CNA,CNA Financial Corporation,8.422201,0.36,4.94,12011557888,Financial Services,Insurance - Property & Casualty,neutral,0.4241849184036255
CNC,Centene Corporation,4.0007105,1.112,2.05,14014989312,Healthcare,Healthcare Plans,neutral,0.4241849184036255
CNF,CNFinance Holdings Limited,24.666668,1.815,0.42,50750828,Financial Services,Mortgage Finance,neutral,0.4241849184036255
CNH,CNH Industrial N.V.,10.961538,5.077,2.78,16023940096,Industrials,Farm & Heavy Construction Machinery,neutral,0.4241849184036255
CNI,Canadian National Railway Compa,16.706577,0.621,4.14,62166429696,Industrials,Railroads,neutral,0.4241849184036255
CNK,Cinemark Holdings Inc Cinemark ,15.455959,0.789,7.36,3430808064,Communication Services,Entertainment,neutral,0.4241849184036255
CNM,"Core & Main, Inc.",25.610203,1.961,5.7,12368734208,Industrials,Industrial Distribution,neutral,0.4241849184036255
CNMD,CONMED Corporation,10.088843,2.257,7.79,1510795392,Healthcare,Medical Devices,neutral,0.4241849184036255
CNNE,"Cannae Holdings, Inc.",-29.315067,4.19,4.36,1344305152,Consumer Cyclical,Restaurants,neutral,0.4241849184036255
CNO,"CNO Financial Group, Inc.",9.967914,2.939,3.84,3695991296,Financial Services,Insurance - Life,neutral,0.4241849184036255
CNP,"CenterPoint Energy, Inc (Holdin",21.729885,0.931,5.04,24679647232,Utilities,Utilities - Regulated Electric,neutral,0.4241849184036255
CNQ,Canadian Natural Resources Limi,11.909266,0.837,31.64,64567218176,Energy,Oil & Gas E&P,neutral,0.4241849184036255
CNR,"Core Natural Resources, Inc.",6.44811,1.893,4.19,4471895552,Energy,Thermal Coal,neutral,0.4241849184036255
CNS,Cohen & Steers Inc,20.75,7.221,10.41,3797568000,Financial Services,Asset Management,neutral,0.4241849184036255
CNX,CNX Resources Corporation,18.29945,0.269,13.27,4819999744,Energy,Oil & Gas E&P,neutral,0.4241849184036255
CODI,D/B/A Compass Diversified Holdi,2.6558704,4.074,1.06,493548160,Industrials,Conglomerates,neutral,0.4241849184036255
COHR,Coherent Corp.,21.86697,2.472,2.51,14819743744,Technology,Scientific & Technical Instruments,neutral,0.4241849184036255
COLD,"Americold Realty Trust, Inc.",36.847828,0.862,2.07,4841953792,Real Estate,REIT - Industrial,neutral,0.4241849184036255
COMP,"Compass, Inc.",174.75,0.554,4.2,3643509504,Real Estate,Real Estate Services,neutral,0.4241849184036255
CON,Concentra Group Holdings Parent,16.252,1.097,3.2,2603814144,Healthcare,Medical Care Facilities,neutral,0.4241849184036255
COOK,"Traeger, Inc.",11.358235,2.206,2.01,262003824,Consumer Cyclical,"Furnishings, Fixtures & Appliances",neutral,0.4241849184036255
COP,ConocoPhillips,11.560487,1.268,2.08,117190410240,Energy,Oil & Gas E&P,neutral,0.4241849184036255
COR,"Cencora, Inc.",18.033617,0.873,4.82,57183600640,Healthcare,Medical Distribution,neutral,0.4241849184036255
COTY,Coty Inc.,7.959677,0.818,2.86,4304751104,Consumer Defensive,Household & Personal Products,neutral,0.4241849184036255
COUR,"Coursera, Inc.",26.205881,2.553,2.37,1438073984,Consumer Defensive,Education & Training Services,neutral,0.4241849184036255
CP,Canadian Pacific Kansas City Li,21.602777,0.815,3.59,72631033856,Industrials,Railroads,neutral,0.4241849184036255
CPA,"Copa Holdings, S.A.",6.353956,0.985,3.92,4397474304,Industrials,Airlines,neutral,0.4241849184036255
